months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
149,7,826712,2006-02-21,IN,100/300,1000,932.72,0.0,513989,FEMALE,Masters,adm-clerical,chess,wife,0,19589,2015-02-26,Parked Car,?,Minor Damage,,NC,Arlington,5480 3rd Ridge,9,1,?,0,0,NO,10540.0,1760,4500,5800,BMW,X5,2014,Y
227,39,583640,1995-03-30,OH,250/500,500,1864.08,5000000.0,483755,MALE,College,transport-moving,kayaking,unmarried,38667,0,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,14,1,?,2,1,YES,34540.0,3800,9600,29700,Volkswagen,Jetta,2006,N
14,32,345237,1990-05-20,IN,100/300,1000,1012.11,0.0,608892,FEMALE,JD,priv-house-serv,sleeping,other-relative,6733,21956,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,13,1,YES,2,1,NO,63400.0,2900,4040,37600,Suburu,Legacy,2009,N
375,67,752119,2009-06-29,IL,250/500,1000,1606.48,2000000.0,338677,MALE,High School,adm-clerical,paintball,own-child,57158,2340,2015-02-21,Parked Car,?,Minor Damage,,VA,Northbend,8204 Pine Lane,6,2,YES,2,2,NO,17250.0,2360,0,4170,Dodge,Neon,2006,Y
185,48,458688,2001-12-25,OH,100/300,1000,773.92,0.0,558745,MALE,MD,tech-support,board-games,own-child,0,66607,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,3925 Sky St,12,3,NO,0,3,NO,49600.0,12050,12200,51600,Dodge,Neon,2009,N
211,53,839040,2006-06-17,IL,250/500,2000,896.52,1000000.0,451184,MALE,College,protective-serv,reading,wife,12117,0,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,23,3,YES,2,2,YES,84700.0,7320,14410,69900,Audi,A3,2003,N
341,44,98747,1999-07-24,IN,500/1000,2000,1197.04,5000000.0,418601,FEMALE,MD,farming-fishing,dancing,not-in-family,3167,31276,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,?,2,1,?,67500.0,12200,14440,74120,Chevrolet,Silverado,1991,N
148,42,863156,2012-10-11,OH,250/500,2000,2278.93,1000000.0,446893,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,0,3775,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,18,4,YES,2,2,NO,57000.0,5800,7420,39600,Chevrolet,Silverado,2008,Y
234,20,532478,2007-03-25,OH,100/300,1000,1479.36,1000000.0,425815,FEMALE,Associate,tech-support,kayaking,other-relative,0,0,2015-02-15,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,0,1,NO,18400.0,5500,0,11700,Toyota,Highlander,2006,N
100,37,263644,2002-07-22,OH,250/500,1000,1593.55,3000000.0,633926,FEMALE,Associate,craft-repair,board-games,unmarried,8584,0,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,8991 Embaracadero Ave,24,1,?,2,2,YES,65830.0,9720,17500,40860,Audi,A5,2008,Y
123,42,506784,2012-01-10,IL,250/500,1000,1214.51,0.0,534910,MALE,High School,armed-forces,hiking,own-child,54468,67562,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,18,2,?,1,1,NO,90300.0,14100,17760,59500,Jeep,Wrangler,1992,Y
373,67,332690,1997-11-07,OH,100/300,2000,1478.06,2000000.0,686831,FEMALE,JD,craft-repair,skydiving,husband,64930,0,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,5865 Sky Lane,17,1,?,2,2,NO,64600.0,7900,10200,36490,Nissan,Maxima,2015,Y
311,37,895632,2001-01-02,OH,500/1000,1000,1223.46,1000000.0,645746,MALE,JD,craft-repair,reading,unmarried,32165,11925,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,19,3,?,2,1,YES,55930.0,7800,6220,33500,Saab,95,2002,N
94,30,144324,1998-09-10,IL,500/1000,2000,630.02,4000000.0,407462,MALE,College,sales,golf,unmarried,0,52111,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,22,4,YES,2,1,NO,88480.0,0,14610,30300,Mercedes,E400,1998,N
21,28,847736,1992-07-23,OH,500/1000,500,1139.98,1000000.0,504247,MALE,MD,protective-serv,camping,wife,20172,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,8,1,?,2,0,?,31840.0,800,0,5800,Jeep,Grand Cherokee,2010,N
232,27,465566,1998-12-07,IL,250/500,500,1352.5,6000000.0,451805,FEMALE,High School,sales,camping,other-relative,0,0,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,12,4,?,2,5,YES,65100.0,6800,15840,29860,Saab,92x,2004,N
188,48,481050,2012-07-17,IN,250/500,1000,1370.69,1000000.0,667005,MALE,MD,armed-forces,base-jumping,husband,0,6108,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,2,2,?,0,2,YES,75580.0,16450,1000,5400,Audi,A3,2005,Y
134,31,162598,1996-12-21,IN,500/1000,2000,1427.64,2000000.0,458518,MALE,Masters,machine-op-inspct,golf,not-in-family,0,0,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,23,3,YES,0,3,YES,70520.0,14800,23900,54470,Toyota,Camry,2010,N
181,43,386544,2011-01-06,OH,250/500,2000,874.44,3000000.0,426818,FEMALE,PhD,armed-forces,skydiving,not-in-family,0,4212,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,9816 Britain St,17,3,YES,0,1,?,18000.0,12300,10850,47100,Honda,CRV,2000,N
149,40,554602,1992-10-02,IN,250/500,500,1194.28,0.0,511291,MALE,MD,prof-specialty,video-games,other-relative,0,0,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,6717 Best Drive,13,1,?,2,1,NO,90080.0,11020,19400,58150,Toyota,Camry,1996,N
49,31,1004928,2006-05-14,IN,100/300,1000,1276.78,0.0,413063,MALE,Masters,machine-op-inspct,movies,not-in-family,0,0,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,3770 Flute Drive,15,3,?,1,0,?,46580.0,13300,19900,54500,Suburu,Legacy,2004,N
314,44,792137,2001-02-15,IL,100/300,500,1109.04,0.0,555528,MALE,Masters,exec-managerial,reading,unmarried,0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,2905 Embaracadero Drive,4,4,NO,3,4,NO,65500.0,6210,26700,52720,Mercedes,C300,2005,Y
264,39,632566,1990-09-22,IN,250/500,1000,1163.0,3000000.0,452292,FEMALE,Masters,machine-op-inspct,exercise,husband,27557,74157,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,4,3,?,3,0,YES,90500.0,7390,10260,51100,Toyota,Highlander,2014,N
272,41,612786,1993-09-30,IL,500/1000,500,928.04,0.0,384435,MALE,JD,handlers-cleaners,basketball,husband,0,26127,2015-02-11,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,7459 Flute St,16,3,NO,1,4,NO,54710.0,8500,0,46000,Honda,Accord,1999,N
196,40,464988,1991-01-27,IL,100/300,500,1118.99,0.0,495119,FEMALE,JD,sales,hiking,not-in-family,39618,17023,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,8,4,YES,0,3,YES,32550.0,8550,9100,50900,Saab,95,2012,N
343,44,560017,2011-06-05,IL,500/1000,500,1522.09,2000000.0,609561,MALE,PhD,exec-managerial,hiking,other-relative,72282,11212,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,12,3,YES,0,0,?,44300.0,25300,16900,66200,Dodge,RAM,2005,N
292,33,1072127,1996-06-04,IL,250/500,2000,1005.95,0.0,493239,MALE,JD,sales,kayaking,husband,0,0,2015-01-31,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,9,4,NO,2,0,?,17310.0,8750,1640,16520,Saab,93,2002,N
129,20,492839,2008-06-11,IN,100/300,2000,897.33,0.0,493755,MALE,MD,sales,base-jumping,not-in-family,21586,24291,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,13,2,?,0,2,?,55310.0,0,3710,16660,Honda,Accord,2001,Y
213,39,369605,2012-12-24,IL,100/300,1000,1120.89,1000000.0,543031,MALE,JD,armed-forces,camping,unmarried,0,81902,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,21,2,YES,2,0,?,85200.0,9700,2200,54000,BMW,3 Series,2015,N
217,42,1021180,1993-08-30,IL,100/300,500,1485.33,0.0,497171,MALE,High School,machine-op-inspct,cross-fit,wife,1185,1219,2015-01-30,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,7426 Rock Drive,4,3,?,0,0,?,100700.0,10230,8300,69700,Dodge,Neon,1994,N
227,51,540368,1995-12-04,OH,250/500,500,606.01,0.0,442636,FEMALE,Associate,sales,paintball,husband,13239,6512,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,22,2,NO,1,2,NO,5430.0,4730,2590,36900,Chevrolet,Malibu,2003,N
4,28,660288,1996-07-23,IL,500/1000,2000,1455.15,1000000.0,619070,MALE,College,priv-house-serv,dancing,unmarried,57976,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,1951 Best Ave,10,4,YES,0,0,NO,16830.0,16600,7200,47600,Toyota,Camry,2005,N
218,40,937539,2013-01-16,IN,250/500,500,1190.11,5000000.0,480423,MALE,JD,adm-clerical,basketball,husband,2462,0,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,5,1,NO,2,2,?,25400.0,8000,6200,63680,Accura,RSX,2003,N
157,36,275894,1999-09-18,IN,100/300,500,1387.12,4000000.0,404755,FEMALE,High School,priv-house-serv,polo,own-child,0,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,22,1,?,1,1,NO,20800.0,7200,4700,42480,Nissan,Maxima,2010,N
247,51,898051,2009-01-11,OH,250/500,1000,1479.56,0.0,560574,FEMALE,College,prof-specialty,video-games,unmarried,7621,8162,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,19,1,?,0,2,YES,54730.0,7430,24200,65400,Dodge,RAM,2007,N
77,17,819157,1999-02-21,OH,250/500,2000,1733.33,3000000.0,466390,FEMALE,High School,armed-forces,yachting,unmarried,0,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,10,1,NO,2,0,?,58500.0,10600,8100,51130,Toyota,Camry,1999,N
15,37,632413,2009-02-17,IL,100/300,1000,1795.87,1000000.0,447230,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,2,1,?,2,2,NO,4710.0,0,2020,10510,Nissan,Pathfinder,2008,N
271,48,420149,1998-02-10,OH,100/300,500,1504.66,2000000.0,468086,FEMALE,High School,transport-moving,bungie-jumping,husband,0,27314,2015-01-27,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,9744 Texas Drive,3,1,YES,1,1,NO,9600.0,3200,3400,1400,Saab,95,1999,N
433,54,1070298,2006-02-05,IN,500/1000,500,1710.36,0.0,511313,FEMALE,Associate,protective-serv,hiking,not-in-family,32398,8587,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,6,1,YES,0,2,NO,56250.0,7100,6700,67000,Dodge,RAM,2013,Y
116,43,730089,1990-10-02,OH,250/500,1000,1003.95,5000000.0,582441,MALE,Masters,protective-serv,polo,unmarried,3080,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,1,1,?,50400.0,12520,10980,57500,Toyota,Corolla,2009,N
227,50,753279,1993-10-20,OH,100/300,2000,1520.74,2000000.0,587414,FEMALE,MD,handlers-cleaners,basketball,unmarried,9372,31535,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Arlington,6955 Pine Drive,18,1,NO,1,2,NO,31830.0,6500,7200,30300,Mercedes,C300,2004,N
239,39,325345,2002-06-02,IN,100/300,2000,1571.73,0.0,640497,MALE,College,armed-forces,basketball,not-in-family,0,4613,2015-02-22,Vehicle Theft,?,Minor Damage,,WV,Northbend,2644 Elm Drive,9,1,?,2,1,YES,24240.0,1600,0,6700,Toyota,Corolla,1994,N
220,34,748170,1996-11-03,IN,250/500,500,1069.34,4000000.0,566877,FEMALE,Masters,exec-managerial,reading,wife,0,77333,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,19,1,YES,0,1,?,440.0,0,0,14810,Accura,RSX,2000,N
39,16,978687,2012-03-01,IL,100/300,1000,1186.46,6000000.0,524168,FEMALE,PhD,armed-forces,exercise,husband,72726,0,2015-02-21,Vehicle Theft,?,Minor Damage,,OH,Northbrook,3289 Britain Drive,4,1,NO,1,0,YES,6600.0,5300,0,1460,Toyota,Highlander,1994,N
228,37,714611,2010-05-11,IL,100/300,1000,1908.19,0.0,469971,FEMALE,High School,sales,exercise,other-relative,35867,0,2015-01-01,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,1,1,?,0,0,NO,3470.0,0,0,23500,Ford,Escape,2010,N
325,37,1070701,2003-03-06,IN,100/300,500,1312.22,0.0,364932,MALE,Associate,adm-clerical,board-games,other-relative,0,74843,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,4937 Flute Drive,17,3,?,1,1,NO,44180.0,3300,6000,62970,Suburu,Impreza,2008,Y
410,49,299376,2009-11-03,IN,250/500,500,1402.38,3000000.0,354831,MALE,JD,adm-clerical,hiking,husband,21911,0,2015-01-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3167 2nd St,11,4,NO,2,2,NO,71800.0,5310,21500,72570,Mercedes,C300,2002,N
367,48,243657,2007-03-04,IN,250/500,1000,1514.57,0.0,593033,MALE,JD,machine-op-inspct,camping,other-relative,0,0,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,16,3,YES,1,2,NO,134830.0,12500,5800,51680,Chevrolet,Malibu,2006,N
153,22,625774,2000-12-27,IN,100/300,500,1332.19,0.0,571546,FEMALE,JD,sales,yachting,not-in-family,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,9,1,YES,0,0,NO,50500.0,7900,9200,40080,Toyota,Camry,2010,Y
285,52,881117,2004-07-15,IL,250/500,2000,1320.89,0.0,699981,MALE,MD,tech-support,basketball,husband,0,102250,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,10,5,?,1,4,YES,61940.0,4450,9900,34000,Volkswagen,Jetta,2002,N
11,31,477160,2002-04-05,OH,100/300,1000,2037.34,0.0,430729,MALE,High School,other-service,base-jumping,wife,0,8426,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,9439 MLK St,16,1,?,0,2,?,74200.0,4950,6400,66200,Jeep,Wrangler,1990,N
322,39,544304,1994-02-14,IN,500/1000,2000,1465.31,0.0,487990,MALE,JD,adm-clerical,paintball,not-in-family,0,33938,2015-01-18,Vehicle Theft,?,Minor Damage,,SC,Columbus,2193 4th Ridge,3,2,NO,1,4,NO,16000.0,1210,0,23260,Mercedes,ML350,2010,N
134,30,531282,2005-09-29,OH,250/500,2000,1466.59,1000000.0,510780,MALE,PhD,exec-managerial,basketball,unmarried,0,85019,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,18,1,?,2,1,?,70950.0,16580,9700,62080,BMW,3 Series,2011,N
300,37,833245,1990-09-27,IN,100/300,1000,1913.83,2000000.0,497798,MALE,Masters,protective-serv,dancing,other-relative,11121,13612,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,15,2,NO,1,2,YES,70590.0,6500,9740,57500,Honda,Civic,1995,N
131,28,282246,1999-09-18,IN,100/300,1000,1484.37,5000000.0,472909,FEMALE,High School,priv-house-serv,polo,own-child,0,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,7299 Apache St,19,1,?,1,0,NO,34720.0,8420,8300,54220,Nissan,Maxima,2003,N
219,43,571887,1996-01-16,IN,250/500,2000,1726.11,0.0,708715,MALE,MD,armed-forces,skydiving,own-child,0,0,2015-01-24,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,4939 Best St,4,1,?,0,0,NO,15700.0,820,2400,9400,Jeep,Grand Cherokee,1999,Y
51,27,962957,2014-07-27,IL,250/500,1000,1255.93,1000000.0,477930,FEMALE,PhD,farming-fishing,skydiving,not-in-family,0,9597,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,13,1,YES,0,2,?,114140.0,16210,21790,33000,Audi,A5,2000,N
248,49,612775,2007-02-09,IN,500/1000,2000,1172.48,0.0,409308,MALE,High School,exec-managerial,cross-fit,other-relative,7837,12119,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,7511 1st Ave,2,2,?,1,4,YES,68820.0,6700,8150,42200,BMW,M5,2013,Y
447,43,451933,2013-01-05,IL,100/300,1000,545.26,5000000.0,425454,MALE,MD,sales,reading,other-relative,0,8763,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,4,1,NO,2,1,NO,87940.0,9300,7040,49900,Jeep,Grand Cherokee,1995,N
211,33,567300,1997-03-10,IL,100/300,1000,1129.23,0.0,411870,FEMALE,Masters,exec-managerial,movies,wife,21442,0,2015-01-01,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,6011 Britain St,20,1,NO,0,1,?,107970.0,10800,9760,58300,Mercedes,C300,2000,N
119,23,930937,2005-08-05,IN,250/500,500,1235.24,1000000.0,409475,FEMALE,Associate,prof-specialty,basketball,wife,0,57639,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,14,1,?,1,2,NO,56700.0,18720,10150,28500,Mercedes,ML350,2013,N
361,60,741557,2006-11-25,IL,250/500,1000,1205.67,0.0,386003,FEMALE,JD,prof-specialty,video-games,own-child,0,0,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,7,3,NO,2,0,NO,77800.0,0,13090,47200,Volkswagen,Jetta,2010,N
393,51,475412,1999-12-28,IN,500/1000,500,848.98,4000000.0,481090,MALE,MD,priv-house-serv,exercise,other-relative,68151,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,16,4,?,2,3,?,76000.0,8530,9040,27700,Saab,93,2011,N
53,40,999770,1997-09-11,OH,250/500,1000,1007.66,0.0,526945,FEMALE,College,tech-support,movies,own-child,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,1,3,?,1,1,YES,54080.0,4900,2300,57200,Dodge,Neon,1998,N
182,26,714722,1993-10-29,IN,500/1000,1000,1196.24,3000000.0,435826,MALE,Associate,protective-serv,reading,other-relative,0,0,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,14,1,YES,1,1,YES,61200.0,15860,14090,52800,Suburu,Forrestor,1999,Y
169,37,540351,2000-03-04,IN,500/1000,2000,1292.36,0.0,474915,MALE,College,other-service,sleeping,own-child,10507,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,11,2,?,1,2,YES,2900.0,0,3260,230,Ford,F150,2009,N
54,22,167862,2002-08-09,OH,100/300,500,1781.66,4000000.0,380950,MALE,MD,adm-clerical,sleeping,own-child,0,0,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,9236 2nd Hwy,15,3,YES,1,1,NO,60000.0,7300,900,12500,Saab,93,2006,N
306,57,488584,2012-12-22,IN,500/1000,2000,1555.83,5000000.0,424546,MALE,JD,other-service,basketball,wife,1915,35152,2015-02-17,Vehicle Theft,?,Minor Damage,,NC,Northbrook,4814 Lincoln Lane,3,1,?,0,2,?,1100.0,0,8730,9500,Mercedes,ML350,2008,N
20,30,391414,2001-06-09,OH,100/300,500,882.37,0.0,400736,FEMALE,PhD,farming-fishing,base-jumping,wife,10093,19309,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,?,2,1,?,63600.0,7060,16500,74400,Audi,A3,2012,N
408,55,585304,2001-12-27,IL,100/300,500,1389.04,1000000.0,432500,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,0,14016,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,22,1,?,0,2,NO,93500.0,6900,8770,67700,Jeep,Grand Cherokee,2014,N
50,42,70788,1990-05-07,OH,100/300,2000,1353.2,0.0,537441,MALE,High School,craft-repair,polo,own-child,0,0,2015-01-18,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,7,2,YES,2,2,YES,20160.0,0,3000,2900,Saab,95,2003,N
22,23,331212,2008-05-09,IL,250/500,2000,604.83,0.0,599694,MALE,JD,exec-managerial,movies,other-relative,83553,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,15,2,YES,2,0,?,82700.0,15200,1900,76000,Audi,A5,2004,Y
375,60,581811,2004-01-10,OH,250/500,1000,1362.36,7000000.0,569431,MALE,MD,other-service,bungie-jumping,own-child,0,25369,2015-01-03,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,5104 Francis Drive,14,4,?,0,2,YES,85040.0,17300,11260,76400,Nissan,Pathfinder,1997,N
88,33,605969,1991-11-28,IN,100/300,500,1295.83,4000000.0,531866,FEMALE,High School,exec-managerial,dancing,unmarried,5432,63736,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,17,2,NO,3,1,YES,69950.0,6300,4100,42200,Toyota,Highlander,2006,N
342,36,109421,2007-04-24,OH,250/500,1000,1254.24,6000000.0,477761,MALE,PhD,sales,chess,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,1269 Flute Drive,18,4,NO,0,0,NO,56490.0,6710,11600,60000,Ford,Escape,2002,Y
43,29,975636,2002-07-09,IN,250/500,2000,1570.29,0.0,423883,MALE,JD,adm-clerical,polo,husband,0,47683,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,7,3,YES,0,3,YES,69200.0,8860,12110,28300,Dodge,RAM,2010,N
32,30,184683,1997-10-30,IL,100/300,1000,1808.19,0.0,476385,MALE,JD,tech-support,cross-fit,not-in-family,78990,0,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,20,2,YES,1,0,?,78710.0,5960,8600,41700,Audi,A5,2010,N
442,36,285890,2004-02-29,OH,500/1000,500,2004.35,0.0,502508,MALE,High School,transport-moving,board-games,not-in-family,49181,8280,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,15,3,YES,3,1,?,50390.0,5300,7110,26340,Saab,93,2000,Y
47,26,181184,1993-01-29,IL,250/500,2000,1223.96,2000000.0,474167,MALE,College,protective-serv,board-games,wife,0,0,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,8689 Maple Hwy,14,3,YES,2,0,?,70800.0,4400,4130,39400,Dodge,Neon,2001,N
251,44,506584,1996-05-11,OH,250/500,1000,1155.88,6000000.0,635758,MALE,High School,handlers-cleaners,chess,wife,0,0,2015-02-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,3397 5th Ave,17,3,NO,0,0,NO,37090.0,1600,5400,39400,Saab,92x,1997,Y
317,51,615160,1996-01-26,IN,500/1000,1000,1082.46,0.0,369026,MALE,Masters,farming-fishing,bungie-jumping,own-child,0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,20,3,YES,1,1,YES,46300.0,1780,5300,41570,Chevrolet,Malibu,2012,N
37,32,206558,2003-03-09,IN,500/1000,1000,1264.52,4000000.0,556121,FEMALE,High School,craft-repair,golf,other-relative,0,0,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,1953 Sky Lane,13,1,NO,0,3,YES,30000.0,4420,6420,16800,Audi,A5,1995,N
165,27,332515,1998-01-14,IN,500/1000,1000,1186.24,1000000.0,630306,MALE,PhD,armed-forces,basketball,wife,0,55640,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,14,1,YES,1,3,NO,89700.0,15790,13600,84990,Volkswagen,Jetta,1999,N
61,31,612597,1995-03-30,OH,250/500,500,2050.95,6000000.0,491581,MALE,College,transport-moving,kayaking,unmarried,7026,0,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,7316 Texas Ave,21,1,?,3,1,YES,51900.0,3900,3780,19900,Volkswagen,Jetta,2003,N
140,41,703641,1996-02-14,IL,250/500,500,1064.87,3000000.0,393613,FEMALE,Associate,priv-house-serv,polo,other-relative,0,0,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,22,1,?,1,3,YES,82700.0,15120,9460,53600,Dodge,RAM,2000,Y
232,33,139970,1993-02-09,IN,250/500,500,885.43,1000000.0,650566,MALE,High School,exec-managerial,golf,unmarried,0,0,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,15,3,?,1,2,YES,53500.0,4400,11270,52100,Honda,Civic,2010,Y
